Player,Cost,Pos,OFF,TEC,STA,DEF,POW,SPD,Total,Special Skills,Red Positions,Series
Inzaghi (Lv. 7),50,FW,805,503,592,360,620,743,3623,Striker's Instinct + Unstoppable Header + Speed Dribble,CF,Legend
Inzaghi (Lv. 8),50,FW,829,517,610,371,638,765,3730,Striker's Instinct + Unstoppable Header + Speed Dribble,CF,Legend
Inzaghi (Lv. 9),50,FW,852,532,627,382,656,786,3835,Striker's Instinct + Unstoppable Header + Speed Dribble,CF,Legend
Inzaghi (Lv. 10),50,FW,879,549,647,394,677,811,3957,Striker's Instinct + Unstoppable Header + Speed Dribble,CF,Legend
Inzaghi (Lv. 11),50,FW,1088,679,801,487,838,1004,4897,Striker's Instinct + Unstoppable Header + Speed Dribble,CF,Legend
Figo (Lv. 1),50,MF,637,620,436,307,423,529,2952,Early Cross + Speed Dribble,RMF+RWG,Legend
Figo (Lv. 2),50,MF,656,638,449,316,435,544,3038,Early Cross + Speed Dribble,RMF+RWG,Legend
Figo (Lv. 3),50,MF,675,657,462,325,448,560,3127,Early Cross + Speed Dribble,RMF+RWG,Legend
Figo (Lv. 4),50,MF,697,678,477,336,463,579,3230,Early Cross + Speed Dribble,RMF+RWG,Legend
Figo (Lv. 5),50,MF,716,697,490,345,475,595,3318,Early Cross + Speed Dribble,RMF+RWG,Legend
Figo (Lv. 6),50,MF,738,719,505,356,490,613,3421,Early Cross + Speed Dribble,RMF+RWG,Legend
Figo (Lv. 7),50,MF,761,740,521,366,505,632,3525,Early Cross + Speed Dribble,RMF+RWG,Legend
Figo (Lv. 8),50,MF,783,762,536,377,520,650,3628,Early Cross + Speed Dribble,RMF+RWG,Legend
Figo (Lv. 9),50,MF,805,784,551,388,535,669,3732,Early Cross + Speed Dribble,RMF+RWG,Legend
Figo (Lv. 10),50,MF,831,809,568,400,552,690,3850,Early Cross + Speed Dribble,RMF+RWG,Legend
Figo (Lv. 11),50,MF,1028,1001,704,495,683,854,4765,Early Cross + Speed Dribble,RMF+RWG,Legend
Roberto Carlos (Lv. 1),50,DF,612,553,526,600,674,602,3567,Bullet Shot + Speed Dribble + Tackle,LSB,Legend
Roberto Carlos (Lv. 2),50,DF,630,569,541,618,694,620,3672,Bullet Shot + Speed Dribble + Tackle,LSB,Legend
Roberto Carlos (Lv. 3),50,DF,648,586,557,636,714,638,3779,Bullet Shot + Speed Dribble + Tackle,LSB,Legend
Roberto Carlos (Lv. 4),50,DF,670,605,575,657,738,659,3904,Bullet Shot + Speed Dribble + Tackle,LSB,Legend
Roberto Carlos (Lv. 5),50,DF,688,622,591,675,758,677,4011,Bullet Shot + Speed Dribble + Tackle,LSB,Legend
Roberto Carlos (Lv. 6),50,DF,709,641,610,696,781,698,4135,Bullet Shot + Speed Dribble + Tackle,LSB,Legend
Roberto Carlos (Lv. 7),50,DF,731,660,628,717,805,719,4260,Bullet Shot + Speed Dribble + Tackle,LSB,Legend
Roberto Carlos (Lv. 8),50,DF,752,680,646,738,829,740,4385,Bullet Shot + Speed Dribble + Tackle,LSB,Legend
Roberto Carlos (Lv. 9),50,DF,774,699,665,759,852,761,4510,Bullet Shot + Speed Dribble + Tackle,LSB,Legend
Roberto Carlos (Lv. 10),50,DF,798,721,686,783,879,785,4652,Bullet Shot + Speed Dribble + Tackle,LSB,Legend
Roberto Carlos (Lv. 11),50,DF,988,893,849,969,1088,972,5759,Bullet Shot + Speed Dribble + Tackle,LSB,Legend
Oliver Kahn (Lv. 1),50,GK,487,611,547,740,707,554,3646,High Ball Punch + Quick Save,GK,Legend
Oliver Kahn (Lv. 2),50,GK,501,629,563,762,728,570,3753,High Ball Punch + Quick Save,GK,Legend
Oliver Kahn (Lv. 3),50,GK,516,647,579,784,749,587,3862,High Ball Punch + Quick Save,GK,Legend
Oliver Kahn (Lv. 4),50,GK,533,669,598,810,774,606,3990,High Ball Punch + Quick Save,GK,Legend
Oliver Kahn (Lv. 5),50,GK,547,687,615,832,795,623,4099,High Ball Punch + Quick Save,GK,Legend
Oliver Kahn (Lv. 6),50,GK,564,708,634,858,820,642,4226,High Ball Punch + Quick Save,GK,Legend
Oliver Kahn (Lv. 7),50,GK,581,730,653,884,844,662,4354,High Ball Punch + Quick Save,GK,Legend
Oliver Kahn (Lv. 8),50,GK,599,751,672,910,869,681,4482,High Ball Punch + Quick Save,GK,Legend
Oliver Kahn (Lv. 9),50,GK,616,772,691,936,894,700,4609,High Ball Punch + Quick Save,GK,Legend
Oliver Kahn (Lv. 10),50,GK,635,797,713,965,922,722,4754,High Ball Punch + Quick Save,GK,Legend
Oliver Kahn (Lv. 11),50,GK,786,986,883,1195,1141,894,5885,High Ball Punch + Quick Save,GK,Legend
